,P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category,lat,lon
558,C-BAG-24-010,Birtadeurali,Kavrepalanchok,Central,1.64,0.02,6.46,3.31,4.88,0.57,1.1712,Medium-High,27.58333,85.66667
559,C-JAN-22-017,Gairimudi,Dolakha,Central,0.63,0.04,7.53,5.86,6.7,0.57,1.1696,Medium-High,27.83333,86.25
560,C-BAG-24-088,ThuloParsel,Kavrepalanchok,Central,1.49,0.03,6.46,3.31,4.88,0.57,1.1679,Medium-High,27.58333,85.66667
561,C-JAN-19-069,Murtiya,Sarlahi,Central,0.31,0.09,4.21,8.35,6.28,0.57,1.166,Medium-High,27.0,85.58333
562,C-JAN-22-047,Sunakhani,Dolakha,Central,0.57,0.05,7.53,5.86,6.7,0.57,1.1639,Medium-High,27.83333,86.25
563,C-JAN-17-097,TulsiChauda,Dhanusa,Central,0.54,0.05,4.78,7.7,6.24,0.57,1.1628,Medium-High,26.72165635,85.93321014042056
564,C-BAG-23-038,Kiwool,Sindhupalchok,Central,0.89,0.03,6.85,6.57,6.71,0.57,1.1602,Medium-High,27.82936,85.54504
565,W-LUM-48-051,Pragatinagar,Nawalparasi,Western,0.28,0.14,5.61,3.51,4.56,0.56,1.1575,Medium-High,27.65376405,84.03113665485648
566,W-GAN-37-020,Dhamilikuwa,Lamjung,Western,0.86,0.05,5.98,3.2,4.59,0.56,1.1562,Medium-High,28.25,84.41667
567,C-JAN-18-068,Shreepur,Mahottari,Central,0.23,0.12,4.33,8.62,6.48,0.56,1.156,Medium-High,26.7061041,85.81594580337756
568,C-NAR-32-086,SakhuwaDhamaura,Rautahat,Central,0.21,0.13,4.38,9.14,6.76,0.56,1.1551,Medium-High,27.0,85.33333
569,W-GAN-38-029,Kota,Tanahu,Western,0.92,0.04,6.43,4.04,5.24,0.56,1.1537,Medium-High,27.97364295,84.2695509
570,C-BAG-23-062,Sindhukot,Sindhupalchok,Central,0.82,0.03,6.85,6.57,6.71,0.56,1.1512,Medium-High,27.82936,85.54504
571,C-BAG-23-033,Jethal,Sindhupalchok,Central,1.0,0.03,6.85,6.57,6.71,0.56,1.1499,Medium-High,27.82936,85.54504
572,C-BAG-24-056,MajhiFeda,Kavrepalanchok,Central,1.32,0.03,6.46,3.31,4.88,0.56,1.1497,Medium-High,27.58333,85.66667
573,C-BAG-23-047,Marming,Sindhupalchok,Central,0.79,0.03,6.85,6.57,6.71,0.56,1.1497,Medium-High,27.82936,85.54504
574,C-NAR-35-011,Dibyanagar,Chitawan,Central,0.52,0.09,5.38,2.53,3.96,0.56,1.1473,Medium-High,27.7503287,85.3328491
575,C-BAG-27-045,Pukhulachhi,Kathmandu,Central,1.19,0.03,8.86,1.82,5.34,0.56,1.1458,Medium-High,27.69411375,85.28831834642071
576,C-JAN-18-018,Dhamaura,Mahottari,Central,0.18,0.15,4.33,8.62,6.48,0.56,1.1409,Medium-High,26.7061041,85.81594580337756
577,C-BAG-25-025,Kaleswor,Lalitpur,Central,2.58,0.01,8.4,0.82,4.61,0.56,1.1389,Medium-High,27.5482923,85.32293844156553
578,C-BAG-27-007,Bhimdhunga,Kathmandu,Central,1.07,0.03,8.86,1.82,5.34,0.55,1.1376,Medium-High,27.69411375,85.28831834642071
579,C-BAG-28-058,Thanapati,Nuwakot,Central,0.99,0.03,5.91,5.85,5.88,0.55,1.1326,Medium-High,27.91447,85.16478
580,C-BAG-28-046,Rautbesi,Nuwakot,Central,0.81,0.04,5.91,5.85,5.88,0.55,1.1325,Medium-High,27.91447,85.16478
581,C-NAR-32-046,Judibela,Rautahat,Central,0.42,0.06,4.38,9.14,6.76,0.55,1.1325,Medium-High,27.0,85.33333
582,C-BAG-30-043,Satyadevi,Dhading,Central,0.82,0.03,6.82,5.15,5.99,0.55,1.1299,Medium-High,28.0,84.91667
583,C-BAG-27-026,JhorMahankal,Kathmandu,Central,0.74,0.04,8.86,1.82,5.34,0.55,1.1298,Medium-High,27.69411375,85.28831834642071
584,C-JAN-17-084,SakhuwaMahendranagar,Dhanusa,Central,0.15,0.18,4.78,7.7,6.24,0.55,1.1286,Medium-High,26.72165635,85.93321014042056
585,C-NAR-35-029,Parbatipur,Chitawan,Central,0.63,0.07,5.38,2.53,3.96,0.55,1.1279,Medium-High,27.7503287,85.3328491
586,C-BAG-23-036,Kalika,Sindhupalchok,Central,1.07,0.02,6.85,6.57,6.71,0.55,1.1272,Medium-High,27.82936,85.54504
587,C-JAN-21-018,Gelu,Ramechhap,Central,0.43,0.06,7.16,6.06,6.61,0.55,1.124,Medium-High,27.32175065,86.12617906663053
588,C-BAG-23-065,Sunkhani,Sindhupalchok,Central,0.95,0.03,6.85,6.57,6.71,0.55,1.1235,Medium-High,27.82936,85.54504
589,C-BAG-28-043,Panchkanya,Nuwakot,Central,1.01,0.03,5.91,5.85,5.88,0.55,1.121,Medium-High,27.91447,85.16478
590,C-BAG-24-047,Koshidekha,Kavrepalanchok,Central,1.85,0.02,6.46,3.31,4.88,0.55,1.1208,Medium-High,27.58333,85.66667
591,C-JAN-19-084,Raniganj,Sarlahi,Central,0.45,0.06,4.21,8.35,6.28,0.54,1.1152,Medium-High,27.0,85.58333
592,C-BAG-23-057,Ramche,Sindhupalchok,Central,0.57,0.04,6.85,6.57,6.71,0.54,1.1119,Medium-High,27.82936,85.54504
593,C-JAN-22-015,Dudhpokhari,Dolakha,Central,0.95,0.03,7.53,5.86,6.7,0.54,1.1111,Medium-High,27.83333,86.25
594,C-BAG-24-033,Gothpani,Kavrepalanchok,Central,1.38,0.02,6.46,3.31,4.88,0.54,1.11,Medium-High,27.58333,85.66667
595,C-BAG-23-075,ThuloDhading,Sindhupalchok,Central,1.09,0.02,6.85,6.57,6.71,0.54,1.1087,Medium-High,27.82936,85.54504
596,C-JAN-21-035,Manthali,Ramechhap,Central,0.31,0.08,7.16,6.06,6.61,0.54,1.1075,Medium-High,27.32175065,86.12617906663053
597,C-BAG-28-030,Kaule,Nuwakot,Central,0.87,0.03,5.91,5.85,5.88,0.54,1.1074,Medium-High,27.91447,85.16478
598,C-BAG-28-062,Urleni,Nuwakot,Central,0.65,0.04,5.91,5.85,5.88,0.54,1.1062,Medium-High,27.91447,85.16478
599,C-JAN-21-034,Maluwajor,Ramechhap,Central,0.65,0.04,7.16,6.06,6.61,0.54,1.1016,Medium-High,27.32175065,86.12617906663053
600,C-NAR-32-052,Laxminiya,Rautahat,Central,0.2,0.12,4.38,9.14,6.76,0.54,1.1015,Medium-High,27.0,85.33333
601,C-BAG-28-040,Manakamana,Nuwakot,Central,0.77,0.03,5.91,5.85,5.88,0.54,1.1003,Medium-High,27.91447,85.16478
602,C-JAN-19-099,SundarpurChuldawa,Sarlahi,Central,0.22,0.11,4.21,8.35,6.28,0.54,1.1,Medium-High,27.0,85.58333
603,C-BAG-23-051,Pagretar,Sindhupalchok,Central,0.76,0.03,6.85,6.57,6.71,0.54,1.0991,Medium-High,27.82936,85.54504
604,C-BAG-23-064,SipaPokhare,Sindhupalchok,Central,0.8,0.03,6.85,6.57,6.71,0.54,1.0986,Medium-High,27.82936,85.54504
605,C-BAG-28-049,Samundradevi,Nuwakot,Central,0.83,0.03,5.91,5.85,5.88,0.54,1.0981,Medium-High,27.91447,85.16478
606,C-NAR-32-095,SimaraBhawanipur,Rautahat,Central,0.23,0.1,4.38,9.14,6.76,0.53,1.0967,Medium-High,27.0,85.33333
607,C-BAG-24-051,MadanKundari,Kavrepalanchok,Central,1.61,0.02,6.46,3.31,4.88,0.53,1.0962,Medium-High,27.58333,85.66667
608,C-BAG-23-072,ThampalChhap,Sindhupalchok,Central,0.63,0.04,6.85,6.57,6.71,0.53,1.0951,Medium-High,27.82936,85.54504
609,C-JAN-19-021,ChandraNagar,Sarlahi,Central,0.26,0.09,4.21,8.35,6.28,0.53,1.0948,Medium-High,27.0,85.58333
610,C-BAG-24-026,Dolalghat,Kavrepalanchok,Central,1.43,0.02,6.46,3.31,4.88,0.53,1.0947,Medium-High,27.58333,85.66667
611,C-BAG-23-015,Dhumthang,Sindhupalchok,Central,0.58,0.04,6.85,6.57,6.71,0.53,1.0946,Medium-High,27.82936,85.54504
612,C-BAG-24-011,BoldeFediche,Kavrepalanchok,Central,1.49,0.02,6.46,3.31,4.88,0.53,1.0942,Medium-High,27.58333,85.66667
613,C-JAN-18-077,Vagaha,Mahottari,Central,0.17,0.13,4.33,8.62,6.48,0.53,1.093,Medium-High,26.7061041,85.81594580337756
614,C-JAN-18-034,JaleshworN.P.,Mahottari,Central,0.1,0.24,4.33,8.62,6.48,0.53,1.0928,Medium-High,26.7061041,85.81594580337756
615,C-BAG-23-069,Tauthali,Sindhupalchok,Central,0.79,0.03,6.85,6.57,6.71,0.53,1.0922,Medium-High,27.82936,85.54504
616,C-BAG-28-056,Talakhu,Nuwakot,Central,0.84,0.03,5.91,5.85,5.88,0.53,1.0912,Medium-High,27.91447,85.16478
617,C-BAG-25-012,Dalchoki,Lalitpur,Central,2.72,0.01,8.4,0.82,4.61,0.53,1.0902,Medium-High,27.5482923,85.32293844156553
618,C-BAG-28-007,Bhalche,Nuwakot,Central,0.71,0.04,5.91,5.85,5.88,0.53,1.089,Medium-High,27.91447,85.16478
619,C-BAG-29-018,Yarsa,Rasuwa,Central,0.57,0.04,5.46,7.86,6.66,0.53,1.087,Medium-High,28.16667,85.33333
620,C-BAG-23-021,Gati,Sindhupalchok,Central,0.53,0.04,6.85,6.57,6.71,0.53,1.0848,Medium-Low,27.82936,85.54504
621,C-JAN-22-040,Melung,Dolakha,Central,0.6,0.04,7.53,5.86,6.7,0.53,1.0841,Medium-Low,27.83333,86.25
622,C-BAG-23-032,Jalbire,Sindhupalchok,Central,0.84,0.03,6.85,6.57,6.71,0.53,1.084,Medium-Low,27.82936,85.54504
623,C-JAN-22-034,Lamidada,Dolakha,Central,0.51,0.04,7.53,5.86,6.7,0.53,1.0837,Medium-Low,27.83333,86.25
624,C-JAN-19-010,BaraUdhoran,Sarlahi,Central,0.13,0.19,4.21,8.35,6.28,0.53,1.083,Medium-Low,27.0,85.58333
625,W-LUM-48-019,Dibyapuri,Nawalparasi,Western,0.31,0.1,5.61,3.51,4.56,0.53,1.083,Medium-Low,27.65376405,84.03113665485648
626,C-BAG-28-051,Shikharbesi,Nuwakot,Central,0.69,0.04,5.91,5.85,5.88,0.53,1.081,Medium-Low,27.91447,85.16478
627,C-BAG-27-053,Sundarijal,Kathmandu,Central,1.04,0.03,8.86,1.82,5.34,0.53,1.0777,Medium-Low,27.69411375,85.28831834642071
628,W-GAN-36-033,Kerabari,Gorkha,Western,0.99,0.03,6.44,5.21,5.83,0.53,1.0771,Medium-Low,27.97746715,84.60481872992312
629,C-BAG-23-019,Fulpingkatti,Sindhupalchok,Central,0.64,0.03,6.85,6.57,6.71,0.52,1.0761,Medium-Low,27.82936,85.54504
630,C-JAN-18-053,ParsaDewadh,Mahottari,Central,0.19,0.12,4.33,8.62,6.48,0.52,1.0742,Medium-Low,26.7061041,85.81594580337756
631,C-NAR-33-021,BharatganjSigaul,Bara,Central,0.44,0.05,4.93,7.2,6.06,0.52,1.0741,Medium-Low,27.107328000000003,85.06933909807242
632,C-BAG-28-054,Sunkhani,Nuwakot,Central,0.97,0.03,5.91,5.85,5.88,0.52,1.0723,Medium-Low,27.91447,85.16478
633,C-JAN-18-060,Ramgopalpur,Mahottari,Central,0.18,0.12,4.33,8.62,6.48,0.52,1.071,Medium-Low,26.7061041,85.81594580337756
634,C-JAN-22-050,SusmaChhemawati,Dolakha,Central,0.6,0.04,7.53,5.86,6.7,0.52,1.0693,Medium-Low,27.83333,86.25
635,C-BAG-23-024,Gloche,Sindhupalchok,Central,0.56,0.04,6.85,6.57,6.71,0.52,1.0652,Medium-Low,27.82936,85.54504
636,C-BAG-24-009,Bhumlutar,Kavrepalanchok,Central,1.46,0.02,6.46,3.31,4.88,0.52,1.0604,Medium-Low,27.58333,85.66667
637,C-JAN-18-072,Sonama,Mahottari,Central,0.23,0.09,4.33,8.62,6.48,0.52,1.0594,Medium-Low,26.7061041,85.81594580337756
638,C-BAG-28-021,Gaunkharka,Nuwakot,Central,0.72,0.03,5.91,5.85,5.88,0.52,1.0591,Medium-Low,27.91447,85.16478
639,C-BAG-23-011,Bhotechaur,Sindhupalchok,Central,0.56,0.04,6.85,6.57,6.71,0.52,1.059,Medium-Low,27.82936,85.54504
640,C-JAN-18-035,Khairbanni,Mahottari,Central,0.23,0.09,4.33,8.62,6.48,0.52,1.0574,Medium-Low,26.7061041,85.81594580337756
641,C-BAG-25-008,Chandanpur,Lalitpur,Central,2.69,0.01,8.4,0.82,4.61,0.51,1.0553,Medium-Low,27.5482923,85.32293844156553
642,C-NAR-32-076,PratappurPaltuwa,Rautahat,Central,0.21,0.09,4.38,9.14,6.76,0.51,1.0547,Medium-Low,27.0,85.33333
643,C-BAG-30-045,Sertung,Dhading,Central,0.61,0.04,6.82,5.15,5.99,0.51,1.0537,Medium-Low,28.0,84.91667
644,C-JAN-18-061,Ramnagar,Mahottari,Central,0.28,0.07,4.33,8.62,6.48,0.51,1.052,Medium-Low,26.7061041,85.81594580337756
645,W-GAN-38-005,Barbhanjyang,Tanahu,Western,0.49,0.05,6.43,4.04,5.24,0.51,1.0515,Medium-Low,27.97364295,84.2695509
646,W-GAN-38-014,Chhipchhipe,Tanahu,Western,1.12,0.02,6.43,4.04,5.24,0.51,1.0515,Medium-Low,27.97364295,84.2695509
647,C-JAN-22-031,Laduk,Dolakha,Central,0.53,0.04,7.53,5.86,6.7,0.51,1.0488,Medium-Low,27.83333,86.25
648,C-JAN-18-002,Aurahi,Mahottari,Central,0.23,0.09,4.33,8.62,6.48,0.51,1.0486,Medium-Low,26.7061041,85.81594580337756
649,C-NAR-33-090,Sapahi,Bara,Central,0.24,0.09,4.93,7.2,6.06,0.51,1.0484,Medium-Low,27.107328000000003,85.06933909807242
650,C-JAN-18-073,Sonamai,Mahottari,Central,0.22,0.09,4.33,8.62,6.48,0.51,1.0473,Medium-Low,26.7061041,85.81594580337756
651,C-NAR-35-012,Fulbari,Chitawan,Central,0.85,0.04,5.38,2.53,3.96,0.51,1.0465,Medium-Low,27.7503287,85.3328491
652,C-JAN-22-008,Bocha,Dolakha,Central,0.69,0.03,7.53,5.86,6.7,0.51,1.0464,Medium-Low,27.83333,86.25
653,C-NAR-31-014,Dhimal,Makwanpur,Central,0.5,0.06,4.99,3.64,4.32,0.51,1.044,Medium-Low,27.41667,85.25
654,C-NAR-35-038,Shukranagar,Chitawan,Central,0.4,0.08,5.38,2.53,3.96,0.51,1.043,Medium-Low,27.7503287,85.3328491
655,C-BAG-23-025,Gumba,Sindhupalchok,Central,0.56,0.04,6.85,6.57,6.71,0.51,1.0427,Medium-Low,27.82936,85.54504
656,C-JAN-19-045,Jamuniya,Sarlahi,Central,0.26,0.08,4.21,8.35,6.28,0.51,1.0414,Medium-Low,27.0,85.58333
657,C-JAN-21-043,Puranagau,Ramechhap,Central,0.64,0.03,7.16,6.06,6.61,0.51,1.0411,Medium-Low,27.32175065,86.12617906663053
658,W-GAN-36-035,Kharibot,Gorkha,Western,0.89,0.03,6.44,5.21,5.83,0.51,1.0394,Medium-Low,27.97746715,84.60481872992312
659,C-JAN-18-051,Nigaul,Mahottari,Central,0.25,0.08,4.33,8.62,6.48,0.51,1.0391,Medium-Low,26.7061041,85.81594580337756
660,W-LUM-48-031,Kawasoti,Nawalparasi,Western,0.22,0.13,5.61,3.51,4.56,0.51,1.039,Medium-Low,27.65376405,84.03113665485648
661,C-BAG-28-047,Salme,Nuwakot,Central,0.98,0.02,5.91,5.85,5.88,0.51,1.0373,Medium-Low,27.91447,85.16478
662,C-JAN-21-041,Pinkhuri,Ramechhap,Central,0.92,0.02,7.16,6.06,6.61,0.51,1.0363,Medium-Low,27.32175065,86.12617906663053
663,C-JAN-22-006,Bhusedanda,Dolakha,Central,0.9,0.02,7.53,5.86,6.7,0.5,1.0356,Medium-Low,27.83333,86.25
664,C-BAG-28-019,Fikuri,Nuwakot,Central,0.74,0.03,5.91,5.85,5.88,0.5,1.0351,Medium-Low,27.91447,85.16478
665,C-BAG-28-037,Likhu,Nuwakot,Central,0.86,0.03,5.91,5.85,5.88,0.5,1.0347,Medium-Low,27.91447,85.16478
666,C-JAN-18-025,Fulakaha,Mahottari,Central,0.27,0.07,4.33,8.62,6.48,0.5,1.0342,Medium-Low,26.7061041,85.81594580337756
667,C-JAN-19-030,Farahadawa,Sarlahi,Central,0.32,0.06,4.21,8.35,6.28,0.5,1.034,Medium-Low,27.0,85.58333
668,C-JAN-19-080,Pipariya,Sarlahi,Central,0.28,0.07,4.21,8.35,6.28,0.5,1.0307,Medium-Low,27.0,85.58333
669,C-BAG-29-005,Dhunche,Rasuwa,Central,0.67,0.03,5.46,7.86,6.66,0.5,1.029,Medium-Low,28.16667,85.33333
670,W-GAN-36-034,Kerauja,Gorkha,Western,0.65,0.03,6.44,5.21,5.83,0.5,1.0273,Medium-Low,27.97746715,84.60481872992312
671,E-KOS-05-013,BiratnagarN.P.,Morang,Eastern,0.01,2.06,5.1,8.77,6.93,0.5,1.0271,Medium-Low,26.66667,87.5
672,C-JAN-19-042,Hempur,Sarlahi,Central,0.26,0.08,4.21,8.35,6.28,0.5,1.0253,Medium-Low,27.0,85.58333
673,C-BAG-28-023,Ghyangphedi,Nuwakot,Central,0.67,0.03,5.91,5.85,5.88,0.5,1.0249,Medium-Low,27.91447,85.16478
674,C-JAN-17-102,Yagyabhumi,Dhanusa,Central,0.12,0.16,4.78,7.7,6.24,0.5,1.0235,Medium-Low,26.72165635,85.93321014042056
675,W-LUM-48-065,Shivmandir,Nawalparasi,Western,0.11,0.24,5.61,3.51,4.56,0.5,1.0221,Medium-Low,27.65376405,84.03113665485648
676,C-NAR-32-087,Samanpur,Rautahat,Central,0.22,0.08,4.38,9.14,6.76,0.5,1.0171,Medium-Low,27.0,85.33333
677,C-JAN-19-020,Brahmapuri,Sarlahi,Central,0.22,0.09,4.21,8.35,6.28,0.5,1.0171,Medium-Low,27.0,85.58333
678,C-JAN-22-026,Kabhre,Dolakha,Central,0.38,0.05,7.53,5.86,6.7,0.5,1.017,Medium-Low,27.83333,86.25
679,W-GAN-38-026,Keshavtar,Tanahu,Western,0.47,0.05,6.43,4.04,5.24,0.5,1.0161,Medium-Low,27.97364295,84.2695509
680,C-BAG-23-060,Selang,Sindhupalchok,Central,0.68,0.03,6.85,6.57,6.71,0.5,1.016,Medium-Low,27.82936,85.54504
681,C-BAG-28-010,Bungtang,Nuwakot,Central,0.95,0.02,5.91,5.85,5.88,0.49,1.0141,Medium-Low,27.91447,85.16478
682,C-BAG-23-043,Listikot,Sindhupalchok,Central,0.53,0.03,6.85,6.57,6.71,0.49,1.011,Medium-Low,27.82936,85.54504
683,C-BAG-29-012,Ramche,Rasuwa,Central,0.77,0.02,5.46,7.86,6.66,0.49,1.0094,Medium-Low,28.16667,85.33333
684,C-JAN-22-025,Jugu,Dolakha,Central,0.45,0.04,7.53,5.86,6.7,0.49,1.0082,Medium-Low,27.83333,86.25
685,C-BAG-24-015,Chaubas,Kavrepalanchok,Central,1.15,0.02,6.46,3.31,4.88,0.49,1.0075,Medium-Low,27.58333,85.66667
686,C-BAG-23-023,Ghuskun,Sindhupalchok,Central,0.59,0.03,6.85,6.57,6.71,0.49,1.0071,Medium-Low,27.82936,85.54504
687,C-BAG-24-061,NagreGagarche,Kavrepalanchok,Central,1.05,0.02,6.46,3.31,4.88,0.49,1.0059,Medium-Low,27.58333,85.66667
688,C-JAN-22-027,Kalingchok,Dolakha,Central,0.61,0.03,7.53,5.86,6.7,0.49,1.0057,Medium-Low,27.83333,86.25
689,C-JAN-18-012,Belgachhi,Mahottari,Central,0.29,0.06,4.33,8.62,6.48,0.49,1.0033,Medium-Low,26.7061041,85.81594580337756
690,C-BAG-23-052,Palchok,Sindhupalchok,Central,0.88,0.02,6.85,6.57,6.71,0.49,1.0029,Medium-Low,27.82936,85.54504
691,W-LUM-49-014,ButawalN.P.,Rupandehi,Western,0.02,1.21,7.81,2.95,5.38,0.49,1.002,Medium-Low,27.66667,83.41667
692,C-BAG-23-013,Choukati,Sindhupalchok,Central,0.68,0.03,6.85,6.57,6.71,0.49,1.0014,Medium-Low,27.82936,85.54504
693,C-JAN-22-048,Sundrawati,Dolakha,Central,0.61,0.03,7.53,5.86,6.7,0.49,0.9985,Medium-Low,27.83333,86.25
694,C-JAN-18-015,Bijayalpura,Mahottari,Central,0.21,0.08,4.33,8.62,6.48,0.49,0.996,Medium-Low,26.7061041,85.81594580337756
695,C-JAN-19-078,Pidari,Sarlahi,Central,0.32,0.06,4.21,8.35,6.28,0.49,0.9956,Medium-Low,27.0,85.58333
696,C-NAR-32-080,RajpurFarhadawa,Rautahat,Central,0.09,0.18,4.38,9.14,6.76,0.48,0.9924,Medium-Low,27.0,85.33333
697,C-JAN-19-067,Mohanpur,Sarlahi,Central,0.26,0.07,4.21,8.35,6.28,0.48,0.9918,Medium-Low,27.0,85.58333
698,C-BAG-28-002,Balkumari,Nuwakot,Central,0.75,0.03,5.91,5.85,5.88,0.48,0.9906,Medium-Low,27.91447,85.16478
699,C-BAG-28-034,Kintang,Nuwakot,Central,0.94,0.02,5.91,5.85,5.88,0.48,0.9899,Medium-Low,27.91447,85.16478
700,C-JAN-18-039,KisanNagar,Mahottari,Central,0.21,0.08,4.33,8.62,6.48,0.48,0.9892,Medium-Low,26.7061041,85.81594580337756
701,C-JAN-22-002,Babare,Dolakha,Central,0.46,0.04,7.53,5.86,6.7,0.48,0.9871,Medium-Low,27.83333,86.25
702,W-LUM-48-014,Deurali,Nawalparasi,Western,0.15,0.16,5.61,3.51,4.56,0.48,0.985,Medium-Low,27.65376405,84.03113665485648
703,C-BAG-28-015,Chhap,Nuwakot,Central,0.88,0.02,5.91,5.85,5.88,0.48,0.9844,Medium-Low,27.91447,85.16478
704,C-JAN-19-087,Salempur,Sarlahi,Central,0.21,0.08,4.21,8.35,6.28,0.48,0.9837,Medium-Low,27.0,85.58333
705,C-NAR-32-050,Katahariya,Rautahat,Central,0.16,0.1,4.38,9.14,6.76,0.48,0.9827,Medium-Low,27.0,85.33333
706,C-BAG-28-032,Kharanitar,Nuwakot,Central,1.13,0.02,5.91,5.85,5.88,0.48,0.9806,Medium-Low,27.91447,85.16478
707,W-GAN-38-003,Baidi,Tanahu,Western,0.45,0.05,6.43,4.04,5.24,0.48,0.9794,Medium-Low,27.97364295,84.2695509
708,C-JAN-19-065,Manpur,Sarlahi,Central,0.19,0.09,4.21,8.35,6.28,0.48,0.9791,Medium-Low,27.0,85.58333
709,C-BAG-23-053,Pangtang,Sindhupalchok,Central,0.64,0.03,6.85,6.57,6.71,0.48,0.9786,Medium-Low,27.82936,85.54504
710,C-BAG-24-085,Simthali,Kavrepalanchok,Central,1.25,0.02,6.46,3.31,4.88,0.48,0.9784,Medium-Low,27.58333,85.66667
711,C-BAG-23-041,Langarche,Sindhupalchok,Central,0.61,0.03,6.85,6.57,6.71,0.48,0.9776,Medium-Low,27.82936,85.54504
712,C-JAN-17-030,Dhalkebar,Dhanusa,Central,0.15,0.11,4.78,7.7,6.24,0.48,0.9763,Medium-Low,26.72165635,85.93321014042056
713,W-GAN-37-032,Ilampokhari,Lamjung,Western,0.86,0.03,5.98,3.2,4.59,0.48,0.9758,Medium-Low,28.25,84.41667
714,C-JAN-19-094,Sisotiya,Sarlahi,Central,0.17,0.1,4.21,8.35,6.28,0.48,0.9757,Medium-Low,27.0,85.58333
715,E-SAG-16-097,SirahaN.P.,Siraha,Eastern,0.07,0.29,3.06,7.97,5.52,0.47,0.9732,Medium-Low,26.6518671,86.21618887926547
716,C-JAN-17-018,Bharatpur,Dhanusa,Central,0.11,0.16,4.78,7.7,6.24,0.47,0.973,Medium-Low,26.72165635,85.93321014042056
717,C-JAN-18-070,Singyahi,Mahottari,Central,0.19,0.08,4.33,8.62,6.48,0.47,0.972,Medium-Low,26.7061041,85.81594580337756
718,E-SAG-16-007,Badharamal,Siraha,Eastern,0.11,0.17,3.06,7.97,5.52,0.47,0.9719,Medium-Low,26.6518671,86.21618887926547
719,C-JAN-19-088,Sangrampur,Sarlahi,Central,0.22,0.08,4.21,8.35,6.28,0.47,0.9716,Medium-Low,27.0,85.58333
720,W-LUM-48-050,Pithauli,Nawalparasi,Western,0.28,0.08,5.61,3.51,4.56,0.47,0.9705,Medium-Low,27.65376405,84.03113665485648
721,C-JAN-22-012,Chilankha,Dolakha,Central,0.54,0.03,7.53,5.86,6.7,0.47,0.9695,Medium-Low,27.83333,86.25
722,C-BAG-28-053,Sundaradevi,Nuwakot,Central,0.72,0.02,5.91,5.85,5.88,0.47,0.9676,Medium-Low,27.91447,85.16478
723,C-BAG-24-074,SalleBhumlu,Kavrepalanchok,Central,1.19,0.02,6.46,3.31,4.88,0.47,0.9672,Medium-Low,27.58333,85.66667
724,C-JAN-19-054,Kisanpur,Sarlahi,Central,0.3,0.06,4.21,8.35,6.28,0.47,0.9667,Medium-Low,27.0,85.58333
725,W-LUM-48-001,Argyauli,Nawalparasi,Western,0.17,0.13,5.61,3.51,4.56,0.47,0.965,Medium-Low,27.65376405,84.03113665485648
726,C-NAR-32-082,RamoliBairiya,Rautahat,Central,0.24,0.07,4.38,9.14,6.76,0.47,0.9645,Medium-Low,27.0,85.33333
727,W-LUM-49-063,SiddharthNagarN.P.,Rupandehi,Western,0.03,0.65,7.81,2.95,5.38,0.47,0.9639,Medium-Low,27.66667,83.41667
728,C-NAR-32-009,Bariyarpur,Rautahat,Central,0.18,0.09,4.38,9.14,6.76,0.47,0.9637,Medium-Low,27.0,85.33333
729,C-NAR-32-021,Dharmapur,Rautahat,Central,0.16,0.09,4.38,9.14,6.76,0.47,0.9629,Medium-Low,27.0,85.33333
730,C-NAR-32-029,GamhariyaBirta,Rautahat,Central,0.19,0.08,4.38,9.14,6.76,0.47,0.9621,Medium-Low,27.0,85.33333
731,C-JAN-19-009,Barahathawa,Sarlahi,Central,0.32,0.05,4.21,8.35,6.28,0.47,0.9593,Medium-Low,27.0,85.58333
732,C-JAN-22-023,Jhyaku,Dolakha,Central,0.32,0.05,7.53,5.86,6.7,0.47,0.9566,Medium-Low,27.83333,86.25
733,C-NAR-33-064,Manaharwa,Bara,Central,0.16,0.11,4.93,7.2,6.06,0.47,0.954,Medium-Low,27.107328000000003,85.06933909807242
734,C-JAN-21-045,Ramechhap,Ramechhap,Central,0.28,0.05,7.16,6.06,6.61,0.46,0.9533,Medium-Low,27.32175065,86.12617906663053
735,C-BAG-24-025,DhuseniSiwalaya,Kavrepalanchok,Central,1.17,0.02,6.46,3.31,4.88,0.46,0.9533,Medium-Low,27.58333,85.66667
736,C-JAN-17-100,Umaprempur,Dhanusa,Central,0.13,0.12,4.78,7.7,6.24,0.46,0.9525,Medium-Low,26.72165635,85.93321014042056
737,C-BAG-24-046,KolatiBhumlu,Kavrepalanchok,Central,1.51,0.01,6.46,3.31,4.88,0.46,0.9512,Medium-Low,27.58333,85.66667
738,C-JAN-22-024,Jiri,Dolakha,Central,0.2,0.08,7.53,5.86,6.7,0.46,0.9509,Medium-Low,27.83333,86.25
739,C-JAN-22-021,Japhe,Dolakha,Central,0.38,0.04,7.53,5.86,6.7,0.46,0.9499,Medium-Low,27.83333,86.25
740,C-JAN-19-057,Laukath,Sarlahi,Central,0.23,0.07,4.21,8.35,6.28,0.46,0.9492,Medium-Low,27.0,85.58333
741,C-NAR-34-021,Birwaguthi,Parsa,Central,0.13,0.14,4.85,6.07,5.46,0.46,0.9489,Medium-Low,26.8728031,85.65331426924136
