,P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category,lat,lon
2385,E-SAG-13-076,Yamkha,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1607,Lowest,27.25,86.83333
2386,W-LUM-46-075,Thanpati,Gulmi,Western,0.0,0.03,6.74,3.33,5.04,0.08,0.1606,Lowest,28.08333,83.33333
2387,W-DHA-45-050,Resh,Baglung,Western,0.0,0.05,8.3,4.76,6.53,0.08,0.1606,Lowest,28.35624665,83.14262414912051
2388,W-DHA-45-047,Ranasinkiteni,Baglung,Western,0.0,0.03,8.3,4.76,6.53,0.08,0.1605,Lowest,28.35624665,83.14262414912051
2389,W-LUM-46-069,Rupakot,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1604,Lowest,28.08333,83.33333
2390,E-SAG-13-008,Bamrang,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1602,Lowest,27.25,86.83333
2391,W-DHA-44-028,Katuwachaupari,Parbat,Western,0.0,0.02,6.75,2.48,4.62,0.08,0.1602,Lowest,28.41667,83.66667
2392,E-SAG-13-039,Kharpa,Khotang,Eastern,0.0,0.02,5.0,3.96,4.48,0.08,0.1599,Lowest,27.25,86.83333
2393,W-LUM-47-013,Chhahara,Palpa,Western,0.0,0.05,5.32,2.66,3.99,0.08,0.1598,Lowest,-14.3514852,-75.1707869
2394,W-LUM-47-028,Humin,Palpa,Western,0.0,0.02,5.32,2.66,3.99,0.08,0.1596,Lowest,-14.3514852,-75.1707869
2395,E-SAG-13-050,Mangaltar,Khotang,Eastern,0.0,0.02,5.0,3.96,4.48,0.08,0.1594,Lowest,27.25,86.83333
2396,W-DHA-45-058,Tangram,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.08,0.1592,Lowest,28.35624665,83.14262414912051
2397,E-SAG-14-001,Aaptar,Udayapur,Eastern,0.0,0.05,2.56,4.04,3.3,0.08,0.1592,Lowest,26.91667,86.66667
2398,W-DHA-45-014,Bowang,Baglung,Western,0.0,0.06,8.3,4.76,6.53,0.08,0.1589,Lowest,28.35624665,83.14262414912051
2399,E-KOS-10-049,Ranibas,Bhojpur,Eastern,0.0,0.06,4.67,5.05,4.86,0.08,0.1588,Lowest,27.1879842,87.04984431841903
2400,E-SAG-14-019,Khanbu,Udayapur,Eastern,0.0,0.04,2.56,4.04,3.3,0.08,0.1586,Lowest,26.91667,86.66667
2401,W-DHA-44-031,Kurgha,Parbat,Western,0.0,0.03,6.75,2.48,4.62,0.08,0.1586,Lowest,28.41667,83.66667
2402,W-DHA-44-029,KhaulaLakuri,Parbat,Western,0.0,0.02,6.75,2.48,4.62,0.08,0.1586,Lowest,28.41667,83.66667
2403,W-LUM-46-077,Turang,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1585,Lowest,28.08333,83.33333
2404,W-DHA-44-046,Saraukhola,Parbat,Western,0.0,0.02,6.75,2.48,4.62,0.08,0.1584,Lowest,28.41667,83.66667
2405,E-SAG-13-051,MattimBirta,Khotang,Eastern,0.0,0.04,5.0,3.96,4.48,0.08,0.1584,Lowest,27.25,86.83333
2406,E-SAG-13-009,Barahapokhari,Khotang,Eastern,0.0,0.04,5.0,3.96,4.48,0.08,0.1583,Lowest,27.25,86.83333
2407,W-LUM-46-047,IsmaRajasthal,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1582,Lowest,28.08333,83.33333
2408,E-SAG-11-026,NechaBedghari,Solukhumbu,Eastern,0.0,0.04,1.91,3.06,2.48,0.08,0.1579,Lowest,27.75,86.75
2409,W-LUM-46-072,Simichaur,Gulmi,Western,0.0,0.05,6.74,3.33,5.04,0.08,0.1579,Lowest,28.08333,83.33333
2410,E-SAG-14-009,Chaudandi,Udayapur,Eastern,0.0,0.04,2.56,4.04,3.3,0.08,0.1577,Lowest,26.91667,86.66667
2411,W-LUM-46-015,Bamgha,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1575,Lowest,28.08333,83.33333
2412,W-LUM-46-014,Balithum,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1575,Lowest,28.08333,83.33333
2413,W-LUM-46-046,Hunga,Gulmi,Western,0.0,0.03,6.74,3.33,5.04,0.08,0.1574,Lowest,28.08333,83.33333
2414,E-SAG-13-070,Simpani,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1572,Lowest,27.25,86.83333
2415,E-KOS-09-033,Tamku,Sankhuwasabha,Eastern,0.0,0.03,3.21,5.23,4.22,0.08,0.1569,Lowest,27.58333,87.33333
2416,W-DHA-45-017,Chhisti,Baglung,Western,0.0,0.05,8.3,4.76,6.53,0.08,0.1567,Lowest,28.35624665,83.14262414912051
2417,W-DHA-45-001,Akhikarichaur,Baglung,Western,0.0,0.07,8.3,4.76,6.53,0.08,0.1564,Lowest,28.35624665,83.14262414912051
2418,W-LUM-47-006,Barangdi,Palpa,Western,0.0,0.02,5.32,2.66,3.99,0.08,0.1563,Lowest,-14.3514852,-75.1707869
2419,E-SAG-11-022,Mabe(Pawai),Solukhumbu,Eastern,0.01,0.03,1.91,3.06,2.48,0.08,0.1561,Lowest,27.75,86.75
2420,W-LUM-47-063,Telgha,Palpa,Western,0.0,0.03,5.32,2.66,3.99,0.08,0.1558,Lowest,-14.3514852,-75.1707869
2421,E-KOS-10-027,Helauchha,Bhojpur,Eastern,0.0,0.04,4.67,5.05,4.86,0.08,0.1557,Lowest,27.1879842,87.04984431841903
2422,E-KOS-10-012,Boya,Bhojpur,Eastern,0.0,0.04,4.67,5.05,4.86,0.08,0.1555,Lowest,27.1879842,87.04984431841903
2423,E-SAG-13-067,Sapteswor,Khotang,Eastern,0.0,0.02,5.0,3.96,4.48,0.08,0.1553,Lowest,27.25,86.83333
2424,E-SAG-13-017,Chisapani,Khotang,Eastern,0.0,0.05,5.0,3.96,4.48,0.08,0.1552,Lowest,27.25,86.83333
2425,E-SAG-14-003,Baraha,Udayapur,Eastern,0.0,0.03,2.56,4.04,3.3,0.08,0.1549,Lowest,26.91667,86.66667
2426,W-LUM-46-028,DhurkotNayagaun,Gulmi,Western,0.0,0.04,6.74,3.33,5.04,0.08,0.1549,Lowest,28.08333,83.33333
2427,E-SAG-13-073,Temma,Khotang,Eastern,0.0,0.04,5.0,3.96,4.48,0.08,0.1547,Lowest,27.25,86.83333
2428,E-SAG-13-064,Ribdungjaleswor,Khotang,Eastern,0.0,0.02,5.0,3.96,4.48,0.08,0.1547,Lowest,27.25,86.83333
2429,E-SAG-11-020,LodingTamakhani,Solukhumbu,Eastern,0.02,0.01,1.91,3.06,2.48,0.08,0.1544,Lowest,27.75,86.75
2430,E-KOS-07-023,Leguwa,Dhankuta,Eastern,0.0,0.05,4.07,3.38,3.72,0.08,0.1544,Lowest,26.98314255,87.32476529399075
2431,W-DHA-44-039,Pakhapani,Parbat,Western,0.0,0.02,6.75,2.48,4.62,0.08,0.1543,Lowest,28.41667,83.66667
2432,E-SAG-13-007,Baksila,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.08,0.1542,Lowest,27.25,86.83333
2433,E-SAG-14-034,Sidhdipur,Udayapur,Eastern,0.0,0.04,2.56,4.04,3.3,0.08,0.1538,Lowest,26.91667,86.66667
2434,W-DHA-45-020,Devisthan,Baglung,Western,0.0,0.06,8.3,4.76,6.53,0.07,0.1537,Lowest,28.35624665,83.14262414912051
2435,E-KOS-09-011,Jaljala,Sankhuwasabha,Eastern,0.0,0.06,3.21,5.23,4.22,0.07,0.1535,Lowest,27.58333,87.33333
2436,W-DHA-44-021,Durlung,Parbat,Western,0.0,0.03,6.75,2.48,4.62,0.07,0.1534,Lowest,28.41667,83.66667
2437,W-DHA-44-037,Mudikuwa,Parbat,Western,0.0,0.02,6.75,2.48,4.62,0.07,0.1532,Lowest,28.41667,83.66667
2438,W-LUM-46-021,Dalamchaur,Gulmi,Western,0.0,0.03,6.74,3.33,5.04,0.07,0.1531,Lowest,28.08333,83.33333
2439,W-LUM-47-048,Nayarnamtales,Palpa,Western,0.0,0.02,5.32,2.66,3.99,0.07,0.1531,Lowest,-14.3514852,-75.1707869
2440,E-SAG-13-003,Badahare,Khotang,Eastern,0.01,0.02,5.0,3.96,4.48,0.07,0.1528,Lowest,27.25,86.83333
2441,W-DHA-45-022,DhullaJaidi,Baglung,Western,0.0,0.03,8.3,4.76,6.53,0.07,0.1527,Lowest,28.35624665,83.14262414912051
2442,W-DHA-45-030,Hugdisheer,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.07,0.152,Lowest,28.35624665,83.14262414912051
2443,M-RAP-52-009,Bijubar,Pyuthan,Mid-Western,0.0,0.08,6.38,5.32,5.85,0.07,0.1515,Lowest,28.1275303,82.84944219888806
2444,E-SAG-14-022,Lekhgaun,Udayapur,Eastern,0.0,0.02,2.56,4.04,3.3,0.07,0.1515,Lowest,26.91667,86.66667
2445,W-DHA-44-011,Bhorle,Parbat,Western,0.0,0.02,6.75,2.48,4.62,0.07,0.1513,Lowest,28.41667,83.66667
2446,E-SAG-13-034,Jalapa,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.07,0.1512,Lowest,27.25,86.83333
2447,W-DHA-45-019,Damek,Baglung,Western,0.0,0.06,8.3,4.76,6.53,0.07,0.151,Lowest,28.35624665,83.14262414912051
2448,E-SAG-14-005,Basabote,Udayapur,Eastern,0.01,0.02,2.56,4.04,3.3,0.07,0.1508,Lowest,26.91667,86.66667
2449,E-KOS-09-029,Sisuwakhola,Sankhuwasabha,Eastern,0.0,0.03,3.21,5.23,4.22,0.07,0.1507,Lowest,27.58333,87.33333
2450,M-RAP-54-027,MusikotKhalanga,Rukum,Mid-Western,0.0,0.14,7.3,6.87,7.09,0.07,0.1504,Lowest,28.6725923,82.85914795672696
2451,E-SAG-11-023,Mukali,Solukhumbu,Eastern,0.01,0.03,1.91,3.06,2.48,0.07,0.1504,Lowest,27.75,86.75
2452,E-SAG-13-048,Magpa,Khotang,Eastern,0.0,0.02,5.0,3.96,4.48,0.07,0.1501,Lowest,27.25,86.83333
2453,E-SAG-13-044,Lafyang,Khotang,Eastern,0.0,0.03,5.0,3.96,4.48,0.07,0.1501,Lowest,27.25,86.83333
2454,E-KOS-09-016,MadiRambeni,Sankhuwasabha,Eastern,0.0,0.05,3.21,5.23,4.22,0.07,0.1501,Lowest,27.58333,87.33333
2455,E-KOS-10-015,Charambi,Bhojpur,Eastern,0.0,0.03,4.67,5.05,4.86,0.07,0.15,Lowest,27.1879842,87.04984431841903
2456,E-KOS-09-003,Bala,Sankhuwasabha,Eastern,0.0,0.03,3.21,5.23,4.22,0.07,0.15,Lowest,27.58333,87.33333
2457,W-LUM-46-070,Ruru,Gulmi,Western,0.0,0.03,6.74,3.33,5.04,0.07,0.1494,Lowest,28.08333,83.33333
2458,W-DHA-45-025,Durling,Baglung,Western,0.0,0.04,8.3,4.76,6.53,0.07,0.1493,Lowest,28.35624665,83.14262414912051
2459,M-RAP-56-014,Hansipur,Dang,Mid-Western,0.0,0.09,5.41,5.62,5.51,0.07,0.1492,Lowest,20.78817185,73.70920325426432
2460,W-LUM-46-056,Limgha,Gulmi,Western,0.0,0.03,6.74,3.33,5.04,0.07,0.1491,Lowest,28.08333,83.33333
2461,E-KOS-10-023,Dummana,Bhojpur,Eastern,0.0,0.05,4.67,5.05,4.86,0.07,0.1489,Lowest,27.1879842,87.04984431841903
2462,E-KOS-10-041,Mulpani,Bhojpur,Eastern,0.0,0.04,4.67,5.05,4.86,0.07,0.1489,Lowest,27.1879842,87.04984431841903
2463,W-LUM-47-055,Rupse,Palpa,Western,0.0,0.02,5.32,2.66,3.99,0.07,0.1487,Lowest,-14.3514852,-75.1707869
2464,W-GAN-39-009,Bicharichautara,Syangja,Western,0.0,0.02,5.2,4.88,5.04,0.07,0.1486,Lowest,28.0,83.83333
2465,M-RAP-56-024,Panchakule,Dang,Mid-Western,0.0,0.08,5.41,5.62,5.51,0.07,0.1484,Lowest,20.78817185,73.70920325426432
2466,W-LUM-47-010,BodhaPokharathok,Palpa,Western,0.0,0.03,5.32,2.66,3.99,0.07,0.1484,Lowest,-14.3514852,-75.1707869
2467,W-DHA-44-014,BihadiRanipani,Parbat,Western,0.0,0.03,6.75,2.48,4.62,0.07,0.1481,Lowest,28.41667,83.66667
2468,E-KOS-10-043,Nepaledada,Bhojpur,Eastern,0.0,0.04,4.67,5.05,4.86,0.07,0.1478,Lowest,27.1879842,87.04984431841903
2469,E-SAG-13-040,Khartanchha,Khotang,Eastern,0.0,0.02,5.0,3.96,4.48,0.07,0.1474,Lowest,27.25,86.83333
2470,W-DHA-45-003,Amarbhumi,Baglung,Western,0.0,0.03,8.3,4.76,6.53,0.07,0.1474,Lowest,28.35624665,83.14262414912051
2471,W-DHA-45-035,Kusmi,Baglung,Western,0.0,0.03,8.3,4.76,6.53,0.07,0.1472,Lowest,28.35624665,83.14262414912051
